,,,,,,,,,,,,,,,,,,,,,,,,,,
RBM3,27074,1,,RBN3,26944,-2,,RBQ3,26707,1,,RBU3,26387,-1,,RBV3,24961,1,,RBX3,24734,1,,RBZ3,24607,-1
RBM3,27084,1,,RBN3,26952,1,,RBQ3,26707,1,,RBU3,26387,-1,,RBV3,24961,1,,RBX3,24734,1,,RBZ3,24607,-1
RBM3,27084,-1,,RBN3,26952,1,,RBQ3,26707,2,,RBU3,26387,-2,,RBV3,24961,1,,RBX3,24734,1,,RBZ3,24607,-1
RBM3,27084,-1,,RBN3,26959,1,,RBQ3,26707,2,,RBU3,26387,-2,,RBV3,24962,1,,RBX3,24755,2,,RBZ3,24607,-1
RBM3,27094,1,,RBN3,26959,1,,RBQ3,26707,1,,RBU3,26387,-1,,RBV3,24963,1,,RBX3,24755,2,,RBZ3,24607,-1
RBM3,27094,-2,,RBN3,26959,1,,RBQ3,26707,1,,RBU3,26387,-1,,RBV3,24963,2,,RBX3,24755,1,,RBZ3,24607,-1
RBM3,27099,-1,,RBN3,26959,1,,RBQ3,26707,2,,RBU3,26387,-2,,RBV3,24963,2,,RBX3,24755,1,,RBZ3,24607,-1
RBM3,27099,-1,,RBN3,26959,1,,RBQ3,26717,2,,RBU3,26398,-1,,RBV3,24963,2,,RBX3,24755,1,,RBZ3,24607,-1
RBM3,27100,-2,,RBN3,26959,1,,RBQ3,26717,1,,RBU3,26398,-1,,RBV3,24963,2,,RBX3,24755,2,,RBZ3,24607,-1
RBM3,27100,-1,,RBN3,26962,2,,RBQ3,26717,2,,RBU3,26398,-1,,RBV3,24963,2,,RBX3,24755,1,,RBZ3,24607,-1
RBM3,27100,-1,,RBN3,26967,1,,RBQ3,26719,-1,,RBU3,26400,-1,,RBV3,24963,2,,RBX3,24757,1,,RBZ3,24617,4
RBM3,27104,1,,RBN3,26967,1,,RBQ3,26719,2,,RBU3,26400,-1,,RBV3,24963,2,,RBX3,24757,1,,RBZ3,24617,5
RBM3,27104,-2,,RBN3,26968,2,,RBQ3,26730,1,,RBU3,26400,-2,,RBV3,24971,-1,,RBX3,24757,1,,RBZ3,24617,1
RBM3,27127,-1,,RBN3,26968,1,,RBQ3,26730,1,,RBU3,26400,-2,,RBV3,24971,-1,,RBX3,24757,1,,RBZ3,24642,1
RBM3,27128,1,,RBN3,26968,1,,RBQ3,26730,1,,RBU3,26401,-2,,RBV3,24971,-1,,RBX3,24757,1,,RBZ3,24683,-1
RBM3,27128,1,,RBN3,26972,2,,RBQ3,26735,-1,,RBU3,26401,-1,,RBV3,24991,-2,,RBX3,24757,1,,RBZ3,24683,-1
RBM3,27128,1,,RBN3,26977,-1,,RBQ3,26738,1,,RBU3,26401,-2,,RBV3,24991,-2,,RBX3,24757,1,,RBZ3,24683,-1
RBM3,27128,1,,RBN3,26983,-1,,RBQ3,26740,-1,,RBU3,26402,-2,,RBV3,24991,-1,,RBX3,24757,1,,RBZ3,24683,-1
RBM3,27137,-1,,RBN3,26983,-1,,RBQ3,26740,-1,,RBU3,26402,-2,,RBV3,24991,-1,,RBX3,24757,1,,RBZ3,24683,-1
RBM3,27139,1,,RBN3,26983,-1,,RBQ3,26740,-1,,RBU3,26402,-2,,RBV3,24991,-1,,RBX3,24760,-1,,RBZ3,24707,-5
RBM3,27139,1,,RBN3,26983,-1,,RBQ3,26740,-1,,RBU3,26403,-2,,RBV3,24991,-2,,RBX3,24761,1,,RBZ3,24707,-1
RBM3,27139,1,,RBN3,26987,1,,RBQ3,26741,-1,,RBU3,26403,-2,,RBV3,24991,-1,,RBX3,24762,1,,RBZ3,24707,-4
RBM3,27139,1,,RBN3,27001,-1,,RBQ3,26741,-1,,RBU3,26410,-1,,RBV3,24993,1,,RBX3,24764,1,,RBZ3,24707,-5
RBM3,27140,1,,RBN3,27001,-1,,RBQ3,26745,-1,,RBU3,26410,-1,,RBV3,24993,1,,RBX3,24765,1,,RBZ3,24707,-1
RBM3,27148,1,,RBN3,27001,-1,,RBQ3,26751,1,,RBU3,26411,-1,,RBV3,24993,1,,RBX3,24765,1,,RBZ3,24707,-4
RBM3,27148,1,,RBN3,27001,-1,,RBQ3,26751,3,,RBU3,26431,-1,,RBV3,24998,-1,,RBX3,24765,1,,RBZ3,24729,2
RBM3,27149,1,,RBN3,27002,1,,RBQ3,26751,3,,RBU3,26431,-3,,RBV3,24999,-1,,RBX3,24765,1,,RBZ3,24729,2
RBM3,27149,1,,RBN3,27003,-1,,RBQ3,26751,3,,RBU3,26431,-3,,RBV3,25001,-1,,RBX3,24765,2,,RBZ3,24729,2
RBM3,27152,-1,,RBN3,27003,-1,,RBQ3,26751,3,,RBU3,26431,-3,,RBV3,25002,-1,,RBX3,24765,1,,RBZ3,24729,2
RBM3,27156,-1,,RBN3,27003,-1,,RBQ3,26751,1,,RBU3,26431,-3,,RBV3,25002,-1,,RBX3,24792,1,,RBZ3,24729,4
RBM3,27156,-3,,RBN3,27003,-1,,RBQ3,26751,3,,RBU3,26431,-1,,RBV3,25002,-2,,RBX3,24794,1,,RBZ3,24729,4
RBM3,27160,-4,,RBN3,27003,-1,,RBQ3,26751,3,,RBU3,26431,-3,,RBV3,25002,-1,,RBX3,24794,1,,RBZ3,24729,2
RBM3,27163,-4,,RBN3,27003,-1,,RBQ3,26751,3,,RBU3,26431,-3,,RBV3,25003,-1,,RBX3,24794,1,,RBZ3,24732,1
RBM3,27163,-2,,RBN3,27006,1,,RBQ3,26751,3,,RBU3,26431,-3,,RBV3,25003,-1,,RBX3,24794,1,,RBZ3,24733,2
